date,SPX,QQQ,SEMIS,BOND,GOLD,OIL,USD,CASH,VIX,VIX3M
2008-03-24,96.43245697021484,38.33034133911133,12.652596473693848,58.20965194702149,90.0999984741211,29.705219268798828,19.19379425048828,72.8955307006836,25.729999542236328,25.959999084472656
2008-03-25,96.52547454833984,38.54528045654297,12.678074836730955,58.41455841064453,92.7300033569336,30.00485038757324,18.770586013793945,72.84791564941406,25.719999313354492,26.18000030517578
2008-03-26,95.3444366455078,38.43350601196289,12.487010955810549,58.45938873291016,93.8000030517578,30.903749465942383,18.505041122436523,72.8955307006836,26.079999923706055,26.610000610351562
2008-03-27,95.04377746582033,37.58229446411133,12.270471572875977,58.38253402709961,93.45999908447266,31.24499893188477,18.53823471069336,72.91139221191406,25.8799991607666,26.280000686645508
2008-03-28,94.13472747802734,37.39313125610352,12.113375663757324,58.61305236816406,91.87999725341795,30.50423812866211,18.55483055114746,72.84791564941406,25.709999084472656,26.239999771118164
2008-03-31,94.46399688720705,37.59089279174805,12.194046974182127,58.715545654296875,90.41000366210938,29.771808624267575,18.588024139404297,72.92723846435547,25.610000610351562,25.639999389648438
2008-04-01,97.78528594970705,39.1987419128418,12.622875213623049,58.20215606689453,86.86000061035156,29.6053409576416,18.878463745117188,72.87953186035156,22.68000030517578,23.610000610351562
2008-04-02,97.84972381591795,39.112762451171875,12.724776268005373,58.00939178466797,89.2699966430664,30.48759078979492,18.69590187072754,72.87953186035156,23.43000030517578,24.299999237060547
2008-04-03,98.09312438964844,39.1987419128418,12.98377513885498,58.00939178466797,89.41999816894531,30.654050827026367,18.762287139892575,72.87953186035156,23.209999084472656,24.1200008392334
2008-04-04,97.9856948852539,39.430870056152344,12.92433261871338,58.45271301269531,90.25,30.870454788208008,18.579723358154297,72.911376953125,22.450000762939453,23.520000457763672
2008-04-07,98.03583526611328,39.34489440917969,12.86064624786377,58.06718063354492,91.16999816894533,31.203384399414062,18.71249771118164,72.87953186035156,22.420000076293945,23.200000762939453
2008-04-08,97.93557739257812,39.043983459472656,12.508238792419434,58.07363510131836,90.3499984741211,31.328222274780273,18.71249771118164,72.9272689819336,22.360000610351562,23.06999969482422
2008-04-09,97.22694396972656,38.605472564697266,12.652596473693848,58.42055130004883,92.29000091552734,31.85258102416992,18.588024139404297,72.9272689819336,22.809999465942383,23.549999237060547
2008-04-10,97.36295318603516,39.15574264526367,12.945561408996582,58.18927001953125,91.7699966430664,31.711090087890625,18.67100524902344,72.9272689819336,21.979999542236328,23.059999465942383
2008-04-11,95.4732437133789,38.0723876953125,12.5464506149292,58.43987274169922,91.3000030517578,31.58624839782715,18.60462188720703,72.9272689819336,23.459999084472656,24.190000534057617
2008-04-14,95.15113067626952,37.90044021606445,12.270471572875977,58.29206848144531,91.11000061035156,31.80264663696289,18.60462188720703,72.95904541015625,23.81999969482422,24.40999984741211
2008-04-15,95.37303924560548,37.95201873779297,12.253490447998049,58.028682708740234,91.66000366210938,32.185508728027344,18.6295166015625,72.95904541015625,22.780000686645508,23.700000762939453
2008-04-16,97.95706939697266,39.00960159301758,12.758746147155762,57.63670349121094,93.2699966430664,32.49346923828125,18.44695281982422,72.911376953125,20.530000686645508,21.81999969482422
2008-04-17,98.10027313232422,38.92359924316406,12.779972076416016,57.501766204833984,92.55999755859376,32.34365463256836,18.546533584594727,72.911376953125,20.3700008392334,21.75
2008-04-18,99.12384033203124,40.16172790527344,12.907349586486816,57.44388961791992,90.62000274658205,32.36029815673828,18.67100524902344,72.86366271972656,20.1299991607666,21.3700008392334
2008-04-21,99.17394256591795,40.44547653198242,13.136625289916992,57.45035552978515,90.25,32.40190887451172,18.529937744140625,72.89546966552734,20.5,21.459999084472656
2008-04-22,98.7373275756836,39.843605041503906,12.758746147155762,57.49531555175781,90.2699966430664,32.601661682128906,18.463552474975582,72.911376953125,20.8700008392334,21.799999237060547
2008-04-23,98.57981872558594,40.282100677490234,12.992264747619627,57.437496185302734,89.22000122070312,32.2937126159668,18.588024139404297,72.911376953125,20.260000228881836,21.579999923706055
2008-04-24,99.00929260253906,40.64322280883789,13.11963939666748,56.98771667480469,87.22000122070312,31.752708435058594,18.795480728149418,72.9272689819336,20.059999465942383,21.18000030517578
2008-04-25,99.92549896240234,40.54004669189453,13.14511489868164,56.910587310791016,87.2699966430664,32.3353271484375,18.84526824951172,72.9272689819336,19.59000015258789,20.579999923706055
2008-04-28,99.94699096679688,40.6174201965332,13.128131866455078,57.013431549072266,87.69000244140625,32.41022872924805,18.82037353515625,72.87953186035156,19.639999389648438,20.40999984741211
2008-04-29,99.55332946777344,40.92696762084961,13.16634464263916,57.116233825683594,85.80999755859375,31.62786293029785,18.895055770874023,72.95904541015625,20.239999771118164,20.81999969482422
2008-04-30,98.9663314819336,40.59162902832031,12.97952651977539,57.296119689941406,86.6500015258789,31.569595336914062,18.762287139892575,72.87953186035156,20.790000915527344,21.25
2008-05-01,101.01351165771484,41.87272644042969,13.42958641052246,57.289695739746094,83.98999786376953,30.8371639251709,18.919952392578125,72.93370819091797,18.8799991607666,19.780000686645508
2008-05-02,101.29270935058594,41.93293762207031,13.497520446777344,56.82564163208008,84.58000183105469,31.619535446166992,19.01953125,72.88592529296875,18.18000030517578,19.530000686645508
2008-05-05,100.80596160888672,41.81256484985352,13.4041109085083,56.90935134887695,86.2699966430664,32.277061462402344,18.92824935913086,72.90182495117188,18.899999618530273,20.020000457763672
2008-05-06,101.67922973632812,42.070518493652344,13.501765251159668,56.72892761230469,86.62999725341797,32.701541900634766,18.86186790466309,72.87002563476562,18.209999084472656,19.75
2008-05-07,99.86825561523438,41.305294036865234,13.42958641052246,56.95450592041016,85.81999969482422,32.75980758666992,18.986337661743164,72.91773986816406,19.729999542236328,20.959999084472656
2008-05-08,99.61060333251952,41.61482238769531,13.484782218933104,57.321903228759766,87.23999786376953,33.292484283447266,18.986337661743164,72.88592529296875,19.399999618530273,20.8799991607666
2008-05-09,99.42450714111328,41.4514274597168,13.476289749145508,57.38639450073242,87.41999816894531,33.80851364135742,18.86186790466309,72.91773986816406,19.40999984741211,20.8700008392334
2008-05-12,100.54110717773438,42.20807266235352,13.620649337768556,57.289695739746094,86.98999786376953,33.234222412109375,18.83696937561035,72.91773986816406,17.790000915527344,20.239999771118164
2008-05-13,100.55540466308594,42.31985092163086,13.637632369995115,56.812721252441406,85.38999938964844,33.417335510253906,18.919952392578125,72.88592529296875,17.979999542236328,20.149999618530273
2008-05-14,100.76303100585938,42.22528076171875,13.790482521057127,56.79336166381836,85.19999694824219,32.87632751464844,18.944849014282227,72.88592529296875,17.65999984741211,20.0
2008-05-15,102.02281188964844,42.96470642089844,14.074955940246582,57.10921478271485,87.0,33.25086975097656,18.92824935913086,72.88592529296875,16.299999237060547,19.280000686645508
2008-05-16,102.11589813232422,42.99909973144531,14.130148887634276,57.01251602172851,89.0999984741211,33.73360824584961,18.745689392089844,72.90182495117188,16.469999313354492,19.56999969482422
2008-05-19,102.39501953125,42.68958282470703,14.138642311096191,57.14145278930664,89.38999938964844,33.78355026245117,18.84526824951172,72.90182495117188,17.010000228881836,19.84000015258789
2008-05-20,101.56471252441406,42.36286163330078,13.87540054321289,57.31548309326172,90.9000015258789,34.2496452331543,18.654409408569336,72.87002563476562,17.579999923706055,20.809999465942383
2008-05-21,99.84676361083984,41.42564010620117,13.70981216430664,57.18014907836914,91.95999908447266,35.2484130859375,18.521636962890625,72.87002563476562,18.59000015258789,22.110000610351562
2008-05-22,99.86107635498048,41.571815490722656,13.714058876037598,56.80625915527344,90.9800033569336,34.74070739746094,18.6378116607666,72.91773986816406,18.049999237060547,21.520000457763672
2008-05-23,98.52254486083984,41.442832946777344,13.620649337768556,57.05760955810547,91.2300033569336,34.80729293823242,18.529937744140625,72.91773986816406,19.549999237060547,22.510000228881836
2008-05-27,99.25271606445312,42.17367172241211,13.832942008972168,56.78049087524414,89.36000061035156,34.2496452331543,18.6378116607666,72.91773986816406,19.639999389648438,22.15999984741211
2008-05-28,99.71078491210938,42.34563446044922,13.87540054321289,56.35506057739258,89.13999938964844,34.46604537963867,18.720796585083008,72.9495849609375,19.06999969482422,21.65999984741211
2008-05-29,100.21184539794922,42.72394943237305,13.871153831481934,56.09077072143555,86.51000213623047,33.52553176879883,18.870161056518555,72.91773986816406,18.139999389648438,20.799999237060547
2008-05-30,100.46239471435548,42.99909973144531,13.862662315368652,56.27768325805664,87.44999694824219,33.7502555847168,18.84526824951172,72.9495849609375,17.829999923706055,20.530000686645508
2008-06-02,99.42450714111328,42.474639892578125,13.820202827453612,56.612098693847656,87.95999908447266,34.199703216552734,18.82037353515625,73.00853729248047,19.829999923706055,21.719999313354492
2008-06-03,98.8446807861328,42.24247360229492,13.671598434448242,56.90967559814453,86.87999725341797,33.39236068725586,18.919952392578125,73.00853729248047,20.239999771118164,22.110000610351562
2008-06-04,98.79454803466795,42.784149169921875,13.926348686218262,56.70270538330078,86.6500015258789,32.892974853515625,18.969743728637695,72.99261474609375,20.799999237060547,22.59000015258789
2008-06-05,100.77017211914062,43.463401794433594,13.968809127807615,56.4051628112793,86.44999694824219,34.141441345214844,18.878463745117188,72.9448013305664,18.6299991607666,21.079999923706055
2008-06-06,97.55622100830078,42.156497955322266,13.633387565612791,56.896785736083984,89.05999755859375,35.01536560058594,18.662708282470703,72.96074676513672,23.559999465942383,24.200000762939453
2008-06-09,97.7924346923828,41.93293762207031,13.60791015625,56.489227294921875,87.98999786376953,35.373260498046875,18.82037353515625,72.99261474609375,23.1200008392334,23.850000381469727
2008-06-10,97.30570220947266,41.73517990112305,13.416850090026855,56.15289306640625,85.55000305175781,35.23176956176758,19.01953125,73.0403823852539,23.18000030517578,23.84000015258789
2008-06-11,95.87411499023438,40.72920608520508,13.034724235534668,56.21111679077149,87.0199966430664,36.530174255371094,18.895055770874023,73.08818817138672,24.1200008392334,24.31999969482422
2008-06-12,96.23920440673828,40.77219772338867,13.055951118469238,55.71949768066406,85.5999984741211,36.521854400634766,19.05272102355957,73.0403823852539,23.329999923706055,23.700000762939453
2008-06-13,97.45599365234376,41.589012145996094,13.489028930664062,55.59012222290039,85.83000183105469,36.28880310058594,19.077617645263672,73.08818817138672,21.219999313354492,22.600000381469727
2008-06-16,97.51329040527344,41.958717346191406,13.586682319641112,55.5965461730957,87.01000213623047,36.255516052246094,18.99463653564453,73.08818817138672,20.950000762939453,22.43000030517578
2008-06-17,97.04087829589844,41.73517990112305,13.459307670593262,55.78420639038086,87.25,36.62173080444336,18.953144073486328,73.07221984863281,21.1299991607666,22.479999542236328
2008-06-18,96.09601593017578,41.2880744934082,13.200311660766602,56.08820343017578,88.27999877929688,37.121124267578125,18.93655014038086,73.10405731201172,22.239999771118164,23.549999237060547
2008-06-19,96.21768951416016,41.93293762207031,13.45081615447998,55.764766693115234,88.41999816894531,36.255516052246094,18.953144073486328,73.08818817138672,21.579999923706055,22.84000015258789
2008-06-20,94.65589904785156,40.80064010620117,13.20455837249756,56.02348709106445,88.94999694824219,36.50521087646485,18.828672409057617,73.12004852294922,22.8700008392334,23.56999969482422
2008-06-23,94.5624008178711,40.48228073120117,13.013495445251465,55.997581481933594,87.08999633789062,36.763221740722656,18.93655014038086,73.12004852294922,22.639999389648438,23.299999237060547
2008-06-24,94.37537384033205,40.27579498291016,13.089920043945312,56.29517364501953,87.47000122070312,36.77154922485352,18.886762619018555,73.12004852294922,22.420000076293945,23.209999084472656
2008-06-25,94.82135009765624,40.929691314697266,13.28098201751709,56.288726806640625,87.41999816894531,36.63005065917969,18.795480728149418,73.1359634399414,21.139999389648438,22.31999969482422
2008-06-26,92.24597930908205,39.2776985168457,12.73751449584961,56.60567855834961,90.61000061035156,37.84523010253906,18.679302215576172,73.1359634399414,23.93000030517578,24.309999465942383
2008-06-27,91.74241638183594,39.2776985168457,12.690810203552246,56.883785247802734,91.47000122070312,37.94511413574219,18.621217727661133,73.1678237915039,23.440000534057617,23.93000030517578
2008-06-30,92.06617736816406,38.864707946777344,12.588912010192873,56.92259979248047,91.4000015258789,37.270938873291016,18.662708282470703,73.12004852294922,23.950000762939453,23.770000457763672
2008-07-01,92.35391998291016,39.41536331176758,12.482763290405272,56.76812744140625,92.66000366210938,37.92845916748047,18.64611053466797,73.14555358886719,23.649999618530273,23.670000076293945
2008-07-02,90.7712631225586,38.46892929077149,12.261980056762695,56.904441833496094,93.16999816894533,38.6525764465332,18.55483055114746,73.14555358886719,25.920000076293945,25.020000457763672
2008-07-03,90.86478424072266,38.400108337402344,12.185555458068848,56.92390823364258,92.05999755859376,38.63592529296875,18.73739242553711,73.14555358886719,24.780000686645508,24.420000076293945
2008-07-07,89.9367904663086,38.63240814208984,12.164325714111328,57.19001770019531,91.2300033569336,38.111572265625,18.720796585083008,73.12957763671875,25.780000686645508,24.75
2008-07-08,91.53382110595705,39.55304718017578,12.270471572875977,57.33277130126953,90.86000061035156,36.72993469238281,18.80377769470215,73.09773254394531,23.149999618530273,23.059999465942383
2008-07-09,89.77135467529297,38.50333404541016,11.78219985961914,57.60537338256836,91.5,36.7049674987793,18.67100524902344,73.1136703491211,25.229999542236328,24.360000610351562
2008-07-10,90.1382064819336,38.959346771240234,11.994492530822754,57.62483978271485,93.52999877929688,37.7037353515625,18.654409408569336,73.177490234375,25.59000015258789,24.389999389648438
2008-07-11,89.08792114257812,38.339866638183594,11.969019889831545,57.08620834350586,95.16000366210938,38.22809219360352,18.529937744140625,73.22529602050781,27.489999771118164,25.520000457763672
2008-07-14,88.28221130371094,38.055946350097656,11.888348579406738,57.391204833984375,95.91000366210938,38.24473571777344,18.496742248535156,73.22529602050781,28.479999542236328,25.8799991607666
2008-07-15,87.03768157958984,38.06451797485352,12.032705307006836,57.598876953125,96.16999816894533,37.029563903808594,18.480148315429688,73.24124908447266,28.540000915527344,25.969999313354492
2008-07-16,89.17425537109375,39.01097869873047,12.291703224182127,57.07318115234375,94.44000244140624,36.46359634399414,18.57142639160156,73.2572021484375,25.100000381469727,24.559999465942383
2008-07-17,90.06625366210938,39.26910781860352,12.652596473693848,56.80057907104492,94.22000122070312,35.60630798339844,18.60462188720703,73.14555358886719,25.010000228881836,24.3700008392334
2008-07-18,90.62741088867188,38.365684509277344,12.618632316589355,56.60593032836914,94.16999816894533,34.99872589111328,18.60462188720703,73.24124908447266,24.049999237060547,23.799999237060547
2008-07-21,90.6777572631836,38.52913665771485,12.495501518249512,56.7357063293457,95.12000274658205,35.42319869995117,18.53823471069336,73.177490234375,23.049999237060547,23.18000030517578
2008-07-22,91.70646667480467,38.52913665771485,11.930805206298828,56.540977478027344,93.05999755859376,34.64915084838867,18.67100524902344,73.20935821533203,21.18000030517578,22.059999465942383
2008-07-23,92.2028350830078,39.03681182861328,12.032705307006836,56.450103759765625,90.56999969482422,33.86677932739258,18.745689392089844,73.24124908447266,21.309999465942383,22.200000762939453
2008-07-24,90.28929138183594,38.45170974731445,11.676055908203123,56.936920166015625,91.33000183105467,33.89175033569336,18.72909164428711,73.22529602050781,23.440000534057617,23.760000228881836
2008-07-25,90.26766204833984,38.95074844360352,11.680299758911133,56.60593032836914,91.69000244140624,33.467262268066406,18.75398826599121,73.24124908447266,22.90999984741211,23.290000915527344
2008-07-28,88.94401550292969,38.21941375732422,11.557172775268556,56.93037796020508,91.7300033569336,33.633731842041016,18.71249771118164,73.24124908447266,24.229999542236328,23.989999771118164
2008-07-29,90.84318542480467,39.01097869873047,11.760972023010254,56.76812744140625,90.58999633789062,33.25086975097656,18.870161056518555,73.24124908447266,22.030000686645508,22.219999313354492
2008-07-30,92.4618148803711,39.20888900756836,11.845888137817385,56.87847137451172,89.5199966430664,33.90839767456055,18.85356712341309,73.2572021484375,21.209999084472656,21.440000534057617
2008-07-31,91.23884582519533,39.1142463684082,11.85013484954834,57.33277130126953,90.08000183105467,33.62541198730469,18.85356712341309,73.2572021484375,22.940000534057617,22.670000076293945
2008-08-01,90.7568588256836,38.61520767211914,11.828906059265137,57.36146926879883,89.56999969482422,33.25086975097656,18.91165542602539,73.23482513427734,22.56999969482422,22.75
2008-08-04,89.9151840209961,38.22800064086914,11.92231273651123,57.3223876953125,88.13999938964844,32.1522216796875,18.919952392578125,73.25082397460938,23.489999771118164,23.09000015258789
2008-08-05,92.33952331542967,39.51863479614258,12.185555458068848,57.029300689697266,86.08000183105469,31.927492141723633,19.061023712158203,73.26678466796875,21.139999389648438,21.5
2008-08-06,92.74954986572266,40.12091064453125,12.22801399230957,57.048866271972656,86.63999938964844,31.58624839782715,19.119112014770508,73.23482513427734,20.229999542236328,21.18000030517578
2008-08-07,91.36833953857422,39.811161041259766,12.46153450012207,57.58291244506836,86.08999633789062,31.76102828979492,19.21868896484375,73.28276062011719,21.149999618530273,21.860000610351562
2008-08-08,93.06610107421876,40.714603424072266,12.729022026062012,57.556827545166016,84.43000030517578,30.870454788208008,19.525724411010746,73.26678466796875,20.65999984741211,21.649999618530273
2008-08-11,94.03004455566406,41.08456802368164,12.873382568359377,57.27677536010742,81.12999725341797,30.8371639251709,19.633602142333984,73.28276062011719,20.1200008392334,21.440000534057617
2008-08-12,93.05169677734376,41.12757110595703,12.907349586486816,57.67404556274414,80.5199966430664,30.570823669433594,19.59210968017578,73.23482513427734,21.170000076293945,22.200000762939453
2008-08-13,92.49059295654295,41.041534423828125,12.907349586486816,57.55027389526367,81.55999755859375,31.594568252563477,19.59210968017578,73.29873657226562,21.549999237060547,22.540000915527344
2008-08-14,93.18836212158205,41.51477813720703,12.928576469421388,57.72612380981445,79.3499984741211,31.319904327392575,19.70828628540039,73.28276062011719,20.34000015258789,21.65999984741211
2008-08-15,93.64160919189452,41.43733596801758,12.907349586486816,57.94107437133789,77.62999725341797,30.895427703857425,19.857650756835938,73.29873657226562,19.579999923706055,21.3799991607666
2008-08-18,92.36109161376952,40.95552062988281,12.758746147155762,58.08431625366211,78.80000305175781,31.070215225219727,19.7995662689209,73.25082397460938,20.979999542236328,22.110000610351562
2008-08-19,91.35395050048828,40.4478645324707,12.46153450012207,57.999664306640625,80.43000030517578,31.552949905395508,19.70828628540039,73.31468200683594,21.280000686645508,22.420000076293945
2008-08-20,91.77840423583984,40.516700744628906,12.334160804748535,58.16897201538086,80.05999755859375,31.80264663696289,19.766372680664062,73.31468200683594,20.420000076293945,22.459999084472656
