date,SPX,QQQ,SEMIS,BOND,GOLD,OIL,USD,CASH,VIX_HEDGE,VIX,VIX3M,BREADTH,CREDIT,VXN
2008-01-24,96.14969635009766,38.58394241333008,12.266225814819336,56.87501525878906,90.08000183105469,26.20118522644043,19.500829696655273,72.59123992919922,633840.0,27.780000686645508,26.0,32.239105224609375,31.355363845825195,32.220001220703125
2008-01-25,94.7607421875,37.79349899291992,11.896839141845703,57.40323257446289,90.30000305175781,26.783803939819336,19.550617218017578,72.51220703125,633840.0,29.079999923706055,26.860000610351562,31.899755477905273,31.403112411499023,33.810001373291016
2008-01-28,96.32777404785156,38.08560562133789,12.168573379516602,57.19325637817383,91.75,26.908649444580078,19.426143646240234,72.54386138916016,633840.0,27.780000686645508,25.969999313354492,32.578453063964844,31.259872436523438,32.560001373291016
2008-01-29,96.80496215820312,38.15434265136719,12.121868133544922,56.964111328125,91.1500015258789,27.13337516784668,19.417844772338867,72.60701751708984,633840.0,27.31999969482422,25.649999618530273,32.85879898071289,31.291704177856445,32.849998474121094
2008-01-30,96.09270477294922,38.11997985839844,12.232259750366211,56.938690185546875,92.05999755859375,26.90032386779785,19.301668167114258,72.63863372802734,633840.0,27.6200008392334,26.079999923706055,32.497314453125,31.41265296936035,31.799999237060547
2008-01-31,97.84490966796875,38.77293014526367,11.952033042907715,57.23141098022461,91.4000015258789,27.033496856689453,19.451040267944336,72.63863372802734,633840.0,26.200000762939453,25.209999084472656,33.30883026123047,31.4763240814209,31.079999923706055
2008-02-01,99.41902923583984,39.16811752319336,12.839412689208984,57.417213439941406,89.3499984741211,26.559080123901367,19.52572250366211,72.63069152832031,633840.0,24.020000457763672,24.110000610351562,33.99491500854492,31.493629455566406,28.25
2008-02-04,98.16539764404297,38.61827850341797,12.525222778320312,57.09798049926758,89.0999984741211,27.02517318725586,19.492530822753906,72.64657592773438,633840.0,25.989999771118164,25.360000610351562,33.55964279174805,31.50002670288086,30.459999084472656
2008-02-05,95.53715515136719,37.51858901977539,12.066672325134277,57.500205993652344,87.68000030517578,26.80044937133789,19.699987411499023,72.59900665283203,633840.0,28.239999771118164,26.989999771118164,32.6005973815918,31.246868133544922,32.439998626708984
2008-02-06,94.76789093017578,36.77973556518555,11.8458890914917,57.398048400878906,88.94999694824219,26.675600051879883,19.699987411499023,72.66240692138672,633840.0,28.969999313354492,27.610000610351562,32.34238052368164,31.18279266357422,32.68000030517578
2008-02-07,95.39464569091797,37.037445068359375,11.892593383789062,56.75326156616211,89.8499984741211,27.00020408630371,19.890844345092773,72.64657592773438,633840.0,27.65999984741211,26.739999771118164,32.630104064941406,31.051376342773438,31.559999465942383
2008-02-08,94.7821273803711,37.458431243896484,11.952033042907715,57.23208236694336,91.0,27.807546615600586,19.8327579498291,72.64657592773438,633840.0,28.010000228881836,27.059999465942383,32.36452865600586,30.81742286682129,30.079999923706055
2008-02-11,95.26646423339844,37.86223220825195,12.185554504394531,57.359745025634766,91.33000183105469,27.990659713745117,19.79126739501953,72.66240692138672,633840.0,27.600000381469727,26.670000076293945,32.703895568847656,30.57383918762207,29.09000015258789
2008-02-12,96.14969635009766,37.64745330810547,12.185554504394531,57.23845291137695,89.33000183105469,27.424684524536133,19.72488021850586,72.64657592773438,633840.0,26.329999923706055,26.110000610351562,32.895687103271484,30.6892147064209,28.219999313354492
2008-02-13,97.13259887695312,38.47221755981445,12.576171875,56.99588394165039,89.44000244140625,27.6494083404541,19.758073806762695,72.66240692138672,633840.0,24.8799991607666,25.290000915527344,33.30883026123047,30.609081268310547,25.350000381469727
2008-02-14,96.27787017822266,37.77632522583008,12.287454605102539,56.68307113647461,89.70999908447266,28.207054138183594,19.691686630249023,72.67822265625,633840.0,25.540000915527344,25.469999313354492,32.79978561401367,30.759756088256836,26.520000457763672
2008-02-15,96.25653076171875,37.64745330810547,12.134605407714844,56.80433654785156,89.1500015258789,28.073888778686523,19.691686630249023,72.67822265625,633840.0,25.020000457763672,25.440000534057617,32.79240417480469,30.68281364440918,26.690000534057617
2008-02-19,96.52718353271484,37.57872009277344,12.011475563049316,56.395782470703125,91.58000183105469,28.989431381225586,19.65849494934082,72.67822265625,633840.0,25.59000015258789,25.469999313354492,32.829280853271484,30.52577781677246,27.989999771118164
2008-02-20,96.81212615966797,37.75053405761719,12.24924373626709,56.34471130371094,93.23999786376953,29.139245986938477,19.666791915893555,72.64657592773438,633840.0,24.399999618530273,24.670000076293945,33.13914489746094,30.605897903442383,27.09000015258789
2008-02-21,96.00724029541016,37.38972473144531,12.232259750366211,56.92556381225586,93.25,28.98110580444336,19.52572250366211,72.70991516113281,633840.0,25.1200008392334,25.09000015258789,32.637481689453125,30.711654663085938,26.920000076293945
2008-02-22,96.59839630126953,37.52717590332031,12.223769187927246,56.7659797668457,93.38999938964844,29.380619049072266,19.301668167114258,72.70991516113281,633840.0,24.059999465942383,24.399999618530273,32.90305709838867,30.766132354736328,26.299999237060547
2008-02-25,97.81642150878906,37.716190338134766,12.308686256408691,56.38936233520508,92.73999786376953,29.663604736328125,19.4012508392334,72.67822265625,633840.0,23.030000686645508,23.93000030517578,33.478485107421875,30.859052658081055,26.670000076293945
2008-02-26,98.55001068115234,37.86223220825195,12.533714294433594,56.52980422973633,93.70999908447266,30.296161651611328,19.268476486206055,72.72574615478516,633840.0,21.899999618530273,23.110000610351562,33.780967712402344,31.057798385620117,25.950000762939453
2008-02-27,98.45036315917969,38.05125427246094,12.682317733764648,56.66390609741211,94.77999877929688,30.254541397094727,19.144004821777344,72.74160766601562,633840.0,22.690000534057617,23.690000534057617,33.537540435791016,31.051376342773438,25.059999465942383
2008-02-28,97.48873901367188,37.90519714355469,12.503993034362793,57.327796936035156,95.98999786376953,30.545854568481445,19.0361270904541,72.74160766601562,633840.0,23.530000686645508,24.290000915527344,33.24979782104492,31.006515502929688,26.600000381469727
2008-02-29,95.31632232666016,36.90000915527344,12.121868133544922,57.94064712524414,96.18000030517578,30.046466827392578,19.04442596435547,72.75748443603516,633840.0,26.540000915527344,26.389999389648438,32.305511474609375,30.887935638427734,28.440000534057617
2008-03-03,95.08836364746094,36.6594352722168,12.05817985534668,57.79340362548828,97.23999786376953,30.487590789794922,19.00293731689453,72.78443908691406,633840.0,26.280000686645508,26.079999923706055,32.2464714050293,30.896282196044922,29.469999313354492
2008-03-04,94.72512817382812,36.86563491821289,12.155834197998047,57.57566833496094,95.18000030517578,30.3793888092041,19.052722930908203,72.78443908691406,633840.0,25.520000457763672,25.760000228881836,32.1579475402832,30.860849380493164,28.260000228881836
2008-03-05,95.32342529296875,37.04607391357422,12.291704177856445,57.325889587402344,97.72000122070312,31.045246124267578,18.961442947387695,72.76850891113281,633840.0,24.600000381469727,24.90999984741211,32.34238052368164,30.947904586791992,27.520000457763672
2008-03-06,93.3504638671875,36.22987747192383,12.075164794921875,57.786964416503906,96.5,31.278295516967773,18.861865997314453,72.80029296875,633840.0,27.549999237060547,27.0,31.40546226501465,30.86730194091797,29.989999771118164
2008-03-07,92.38890838623047,36.14395523071289,12.155834197998047,57.985538482666016,96.08999633789062,30.96200942993164,18.919950485229492,72.80029296875,633840.0,27.489999771118164,27.110000610351562,31.265302658081055,30.80277442932129,29.25
2008-03-10,91.1708755493164,35.44807434082031,12.181310653686523,58.40172576904297,95.87000274658203,31.544626235961914,18.861865997314453,72.80029296875,633840.0,29.3799991607666,28.329999923706055,30.741493225097656,30.7318172454834,31.3799991607666
2008-03-11,94.44734954833984,36.79691696166992,12.427567481994629,57.76778793334961,95.98999786376953,32.03569030761719,18.98633575439453,72.80029296875,633840.0,26.360000610351562,26.09000015258789,31.892372131347656,30.80921173095703,28.559999465942383
2008-03-12,93.56414031982422,36.69381332397461,12.359634399414062,58.43373107910156,97.01000213623047,32.38526153564453,18.654409408569336,72.81615447998047,633840.0,27.219999313354492,27.3700008392334,31.553010940551758,30.80277442932129,30.049999237060547
2008-03-13,93.77069091796875,36.977333068847656,12.444552421569824,58.12639617919922,98.33999633789062,32.418556213378906,18.60462188720703,72.80029296875,633840.0,27.290000915527344,27.18000030517578,31.76694679260254,30.586668014526367,29.860000610351562
2008-03-14,92.31767272949219,36.298606872558594,12.1770658493042,58.728294372558594,98.70999908447266,32.3769416809082,18.63780975341797,72.89555358886719,633840.0,31.15999984741211,29.360000610351562,31.169387817382812,30.402828216552734,32.0099983215332
2008-03-17,91.38458251953125,35.63706588745117,12.19829273223877,59.02288818359375,99.16999816894531,31.078535079956055,18.480148315429688,72.8796615600586,633840.0,32.2400016784668,29.579999923706055,30.6013240814209,30.260906219482422,32.9900016784668
2008-03-18,95.18099975585938,37.226463317871094,12.62287712097168,58.61945343017578,96.5,31.769350051879883,18.69590187072754,72.9590072631836,633840.0,25.790000915527344,26.010000228881836,31.870241165161133,30.705995559692383,28.450000762939453
2008-03-19,92.82335662841797,36.30720138549805,12.189800262451172,59.1253662109375,93.04000091552734,30.396038055419922,18.712495803833008,72.974853515625,633840.0,29.84000015258789,28.780000686645508,31.184144973754883,30.738258361816406,31.280000686645508
2008-03-20,94.5427017211914,37.04921340942383,12.351143836975098,59.25338363647461,89.91000366210938,29.172536849975586,18.91165542602539,72.9590072631836,633840.0,26.6200008392334,27.290000915527344,31.846996307373047,30.883419036865234,29.049999237060547
2008-03-24,96.43244171142578,38.33032989501953,12.65259838104248,58.20964431762695,90.0999984741211,29.705219268798828,19.193796157836914,72.89555358886719,633840.0,25.729999542236328,25.959999084472656,32.646873474121094,31.118885040283203,28.690000534057617
2008-03-25,96.52552795410156,38.54529571533203,12.678072929382324,58.41455841064453,92.7300033569336,30.00485610961914,18.770586013793945,72.847900390625,633840.0,25.719999313354492,26.18000030517578,32.802406311035156,31.19949722290039,29.06999969482422
2008-03-26,95.3443832397461,38.43351364135742,12.48701000213623,58.459354400634766,93.80000305175781,30.903749465942383,18.505041122436523,72.89555358886719,633840.0,26.079999923706055,26.610000610351562,32.29878234863281,31.12531089782715,29.75
2008-03-27,95.04376983642578,37.58230209350586,12.270472526550293,58.38251495361328,93.45999908447266,31.244997024536133,18.53823471069336,72.9113998413086,633840.0,25.8799991607666,26.280000686645508,31.987720489501953,31.025327682495117,29.549999237060547
2008-03-28,94.13471221923828,37.39314270019531,12.113375663757324,58.613094329833984,91.87999725341797,30.504240036010742,18.55483055114746,72.847900390625,633840.0,25.709999084472656,26.239999771118164,31.647035598754883,31.041473388671875,28.8700008392334
2008-03-31,94.46397399902344,37.59090042114258,12.194048881530762,58.715545654296875,90.41000366210938,29.771804809570312,18.588022232055664,72.92726135253906,633840.0,25.610000610351562,25.639999389648438,31.706275939941406,31.180150985717773,29.040000915527344
2008-04-01,97.78532409667969,39.198734283447266,12.62287712097168,58.20207977294922,86.86000061035156,29.605337142944336,18.878463745117188,72.87957763671875,633840.0,22.68000030517578,23.610000610351562,33.128273010253906,31.317169189453125,26.559999465942383
2008-04-02,97.84974670410156,39.11275100708008,12.724777221679688,58.009334564208984,89.2699966430664,30.487590789794922,18.69590187072754,72.87957763671875,633840.0,23.43000030517578,24.299999237060547,33.217166900634766,31.33339500427246,27.270000457763672
2008-04-03,98.09305572509766,39.198734283447266,12.983772277832031,58.009334564208984,89.41999816894531,30.6540584564209,18.762287139892578,72.87957763671875,633840.0,23.209999084472656,24.1200008392334,33.239383697509766,31.278188705444336,26.93000030517578
2008-04-04,97.9857177734375,39.43090057373047,12.924331665039062,58.45273208618164,90.25,30.87045669555664,18.579723358154297,72.91136169433594,633840.0,22.450000762939453,23.520000457763672,33.328250885009766,31.3983211517334,25.600000381469727
2008-04-07,98.03581237792969,39.344913482666016,12.860645294189453,58.06718826293945,91.16999816894531,31.20338249206543,18.712495803833008,72.87957763671875,633840.0,22.420000076293945,23.200000762939453,33.22457504272461,31.648378372192383,26.190000534057617
2008-04-08,97.9355697631836,39.043975830078125,12.50823974609375,58.073631286621094,90.3499984741211,31.328229904174805,18.712495803833008,72.9272689819336,633840.0,22.360000610351562,23.06999969482422,33.12087631225586,31.75553321838379,26.030000686645508
2008-04-09,97.22697448730469,38.6054573059082,12.65259838104248,58.42058563232422,92.29000091552734,31.852581024169922,18.588022232055664,72.9272689819336,633840.0,22.809999465942383,23.549999237060547,32.71352767944336,31.479528427124023,26.610000610351562
2008-04-10,97.36296844482422,39.15574645996094,12.945561408996582,58.18928146362305,91.7699966430664,31.711088180541992,18.671003341674805,72.9272689819336,633840.0,21.979999542236328,23.059999465942383,32.7876091003418,31.59317970275879,25.770000457763672
2008-04-11,95.47325897216797,38.0723991394043,12.546452522277832,58.43988800048828,91.30000305175781,31.586244583129883,18.60462188720703,72.9272689819336,633840.0,23.459999084472656,24.190000534057617,32.23212432861328,31.33989715576172,27.540000915527344
2008-04-14,95.15116119384766,37.900428771972656,12.270472526550293,58.2921028137207,91.11000061035156,31.802642822265625,18.60462188720703,72.95905303955078,633840.0,23.81999969482422,24.40999984741211,32.08399200439453,31.45029067993164,28.280000686645508
2008-04-15,95.37303924560547,37.952022552490234,12.253490447998047,58.02866744995117,91.66000366210938,32.18550491333008,18.6295166015625,72.95905303955078,633840.0,22.780000686645508,23.700000762939453,32.20249557495117,31.447071075439453,27.459999084472656
2008-04-16,97.9570541381836,39.00958251953125,12.758745193481445,57.63670349121094,93.2699966430664,32.49346160888672,18.44695281982422,72.91136169433594,633840.0,20.530000686645508,21.81999969482422,33.076454162597656,31.583406448364258,25.549999237060547
2008-04-17,98.1002426147461,38.92361068725586,12.779973030090332,57.501739501953125,92.55999755859375,32.34364700317383,18.546533584594727,72.91136169433594,633840.0,20.3700008392334,21.75,33.054222106933594,31.61590576171875,24.200000762939453
2008-04-18,99.12382507324219,40.16172790527344,12.907347679138184,57.44387435913086,90.62000274658203,32.360294342041016,18.671003341674805,72.8636474609375,633840.0,20.1299991607666,21.3700008392334,33.58747100830078,31.830167770385742,23.579999923706055
2008-04-21,99.17393493652344,40.44546127319336,13.13662338256836,57.450347900390625,90.25,32.401912689208984,18.52993392944336,72.89547729492188,633840.0,20.5,21.459999084472656,33.5356330871582,31.778230667114258,24.09000015258789
2008-04-22,98.73731231689453,39.843605041503906,12.758745193481445,57.49531173706055,90.2699966430664,32.601661682128906,18.463552474975586,72.91136169433594,633840.0,20.8700008392334,21.799999237060547,33.11347198486328,31.820457458496094,24.540000915527344
2008-04-23,98.5798568725586,40.2820930480957,12.992264747619629,57.43748474121094,89.22000122070312,32.2937126159668,18.588022232055664,72.91136169433594,633840.0,20.260000228881836,21.579999923706055,33.20976257324219,31.950328826904297,25.059999465942383
2008-04-24,99.00927734375,40.64323806762695,13.11963939666748,56.987693786621094,87.22000122070312,31.752708435058594,18.795480728149414,72.9272689819336,633840.0,20.059999465942383,21.18000030517578,33.4615592956543,31.96006965637207,23.719999313354492
2008-04-25,99.92555236816406,40.540035247802734,13.14511489868164,56.91059875488281,87.2699966430664,32.335323333740234,18.84526824951172,72.9272689819336,633840.0,19.59000015258789,20.579999923706055,33.839271545410156,32.11268997192383,23.34000015258789
2008-04-28,99.9470443725586,40.617427825927734,13.128132820129395,57.01345443725586,87.69000244140625,32.41022872924805,18.82037353515625,72.87957763671875,633840.0,19.639999389648438,20.40999984741211,33.8763313293457,32.3010139465332,23.649999618530273
2008-04-29,99.55333709716797,40.92697525024414,13.16634464263916,57.11622619628906,85.80999755859375,31.62786102294922,18.895057678222656,72.95905303955078,633840.0,20.239999771118164,20.81999969482422,33.82448196411133,32.20685958862305,23.8700008392334
2008-04-30,98.96636199951172,40.591609954833984,12.97952651977539,57.29608917236328,86.6500015258789,31.56959342956543,18.762287139892578,72.87957763671875,633840.0,20.790000915527344,21.25,33.52082443237305,32.239315032958984,24.40999984741211
2008-05-01,101.01356506347656,41.87276077270508,13.429587364196777,57.28970718383789,83.98999786376953,30.8371639251709,18.919950485229492,72.93367767333984,633840.0,18.8799991607666,19.780000686645508,34.26144027709961,32.92445755004883,22.719999313354492
2008-05-02,101.29270935058594,41.93293762207031,13.497519493103027,56.82562255859375,84.58000183105469,31.619535446166992,19.01953125,72.88591003417969,633840.0,18.18000030517578,19.530000686645508,34.35772705078125,32.591346740722656,21.389999389648438
2008-05-05,100.80595397949219,41.81256103515625,13.4041109085083,56.9094123840332,86.2699966430664,32.277061462402344,18.92824935913086,72.90187072753906,633840.0,18.899999618530273,20.020000457763672,34.1651611328125,32.539093017578125,22.43000030517578
2008-05-06,101.67925262451172,42.07051086425781,13.501765251159668,56.72892379760742,86.62999725341797,32.7015380859375,18.861865997314453,72.87001037597656,633840.0,18.209999084472656,19.75,34.454017639160156,32.30723190307617,21.8799991607666
2008-05-07,99.86827087402344,41.305267333984375,13.429587364196777,56.95451354980469,85.81999969482422,32.75981140136719,18.98633575439453,72.9177474975586,633840.0,19.729999542236328,20.959999084472656,33.898536682128906,32.33010482788086,23.510000228881836
2008-05-08,99.61061096191406,41.61481475830078,13.484784126281738,57.321929931640625,87.23999786376953,33.292484283447266,18.98633575439453,72.88591003417969,633840.0,19.399999618530273,20.8799991607666,33.898536682128906,32.26151657104492,23.18000030517578
2008-05-09,99.42446899414062,41.451454162597656,13.476289749145508,57.38637161254883,87.41999816894531,33.80851745605469,18.861865997314453,72.9177474975586,633840.0,19.40999984741211,20.8700008392334,33.743011474609375,32.33010482788086,23.479999542236328
2008-05-12,100.54110717773438,42.20808029174805,13.620650291442871,57.28970718383789,86.98999786376953,33.234222412109375,18.83696937561035,72.9177474975586,633840.0,17.790000915527344,20.239999771118164,34.276248931884766,32.287654876708984,22.459999084472656
2008-05-13,100.55545806884766,42.31985092163086,13.637632369995117,56.812713623046875,85.38999938964844,33.41733169555664,18.919950485229492,72.88591003417969,633840.0,17.979999542236328,20.149999618530273,34.32072067260742,32.277862548828125,21.5
2008-05-14,100.76304626464844,42.22527313232422,13.790482521057129,56.79339599609375,85.19999694824219,32.8763313293457,18.94485092163086,72.88591003417969,633840.0,17.65999984741211,20.0,34.498443603515625,32.23211669921875,21.469999313354492
2008-05-15,102.02281951904297,42.96470642089844,14.074954986572266,57.109214782714844,87.0,33.25087356567383,18.92824935913086,72.88591003417969,633840.0,16.299999237060547,19.280000686645508,34.935428619384766,32.31703567504883,20.1299991607666
2008-05-16,102.11588287353516,42.99909973144531,14.130149841308594,57.012542724609375,89.0999984741211,33.733604431152344,18.745691299438477,72.90187072753906,633840.0,16.469999313354492,19.56999969482422,34.935428619384766,32.362762451171875,20.0
2008-05-19,102.39501953125,42.68956756591797,14.138641357421875,57.14143753051758,89.38999938964844,33.783546447753906,18.84526824951172,72.90187072753906,633840.0,17.010000228881836,19.84000015258789,34.88357162475586,32.49012756347656,21.09000015258789
2008-05-20,101.564697265625,42.36284255981445,13.875399589538574,57.315452575683594,90.9000015258789,34.24964141845703,18.654409408569336,72.87001037597656,633840.0,17.579999923706055,20.809999465942383,34.62434387207031,32.4280891418457,21.3700008392334
2008-05-21,99.84676361083984,41.425655364990234,13.70981216430664,57.18013381958008,91.95999908447266,35.248416900634766,18.521636962890625,72.87001037597656,633840.0,18.59000015258789,22.110000610351562,33.98740005493164,32.36927795410156,22.959999084472656
2008-05-22,99.861083984375,41.571800231933594,13.714056968688965,56.80624771118164,90.9800033569336,34.74070739746094,18.63780975341797,72.9177474975586,633840.0,18.049999237060547,21.520000457763672,34.06888198852539,32.32027816772461,22.489999771118164
2008-05-23,98.52255249023438,41.44282913208008,13.620650291442871,57.05764389038086,91.2300033569336,34.807289123535156,18.52993392944336,72.9177474975586,633840.0,19.549999237060547,22.510000228881836,33.609703063964844,32.127628326416016,23.360000610351562
2008-05-27,99.25270080566406,42.17367935180664,13.832941055297852,56.78046798706055,89.36000061035156,34.24964141845703,18.63780975341797,72.9177474975586,633840.0,19.639999389648438,22.15999984741211,33.93556213378906,31.948034286499023,22.989999771118164
2008-05-28,99.71077728271484,42.34563446044922,13.875399589538574,56.35504913330078,89.13999938964844,34.466041564941406,18.720796585083008,72.9495849609375,633840.0,19.06999969482422,21.65999984741211,34.15034484863281,32.10475158691406,22.239999771118164
2008-05-29,100.21183013916016,42.72396469116211,13.871150970458984,56.09077453613281,86.51000213623047,33.52553176879883,18.870162963867188,72.9177474975586,633840.0,18.139999389648438,20.799999237060547,34.335514068603516,32.072120666503906,21.280000686645508
2008-05-30,100.46238708496094,42.99909973144531,13.862664222717285,56.2777099609375,87.44999694824219,33.75025177001953,18.84526824951172,72.9495849609375,633840.0,17.829999923706055,20.530000686645508,34.40958023071289,32.075355529785156,20.850000381469727
2008-06-02,99.42446899414062,42.474632263183594,13.820201873779297,56.61215591430664,87.95999908447266,34.19970703125,18.82037353515625,73.00853729248047,633840.0,19.829999923706055,21.719999313354492,34.03185272216797,31.810455322265625,22.8799991607666
2008-06-03,98.84465789794922,42.24247360229492,13.671599388122559,56.90972900390625,86.87999725341797,33.39236068725586,18.919950485229492,73.00853729248047,633840.0,20.239999771118164,22.110000610351562,33.91333770751953,31.833457946777344,23.889999389648438
2008-06-04,98.79458618164062,42.784156799316406,13.926350593566895,56.70268630981445,86.6500015258789,32.892974853515625,18.969743728637695,72.99258422851562,633840.0,20.799999237060547,22.59000015258789,33.898536682128906,31.80058479309082,24.010000228881836
2008-06-05,100.7701187133789,43.463401794433594,13.9688081741333,56.405147552490234,86.44999694824219,34.14144515991211,18.878463745117188,72.94480895996094,633840.0,18.6299991607666,21.079999923706055,34.48363494873047,31.938648223876953,22.850000381469727
2008-06-06,97.55623626708984,42.156497955322266,13.633386611938477,56.89674758911133,89.05999755859375,35.01537322998047,18.662708282470703,72.96070861816406,633840.0,23.559999465942383,24.200000762939453,33.320865631103516,31.849912643432617,26.040000915527344
2008-06-09,97.79242706298828,41.93293762207031,13.607911109924316,56.489219665527344,87.98999786376953,35.373260498046875,18.82037353515625,72.99258422851562,633840.0,23.1200008392334,23.850000381469727,33.328250885009766,31.951793670654297,26.700000762939453
2008-06-10,97.3056869506836,41.73520278930664,13.416848182678223,56.15285110473633,85.55000305175781,35.231773376464844,19.01953125,73.04037475585938,633840.0,23.18000030517578,23.84000015258789,33.194950103759766,31.964914321899414,26.579999923706055
2008-06-11,95.87407684326172,40.72920608520508,13.034725189208984,56.211090087890625,87.0199966430664,36.530174255371094,18.895057678222656,73.08819580078125,633840.0,24.1200008392334,24.31999969482422,32.5357780456543,31.958362579345703,27.31999969482422
2008-06-12,96.23915100097656,40.77219009399414,13.055953025817871,55.719486236572266,85.5999984741211,36.521854400634766,19.052722930908203,73.04037475585938,633840.0,23.329999923706055,23.700000762939453,32.68391418457031,31.90576171875,27.399999618530273
2008-06-13,97.45600891113281,41.58900451660156,13.48902702331543,55.590084075927734,85.83000183105469,36.2888069152832,19.077617645263672,73.08819580078125,633840.0,21.219999313354492,22.600000381469727,33.276405334472656,32.0471076965332,25.299999237060547
2008-06-16,97.51327514648438,41.95873260498047,13.586682319641113,55.596614837646484,87.01000213623047,36.255516052246094,18.99463653564453,73.08819580078125,633840.0,20.950000762939453,22.43000030517578,33.328250885009766,31.60338592529297,25.020000457763672
2008-06-17,97.04087829589844,41.73520278930664,13.459306716918945,55.78414535522461,87.25,36.62173080444336,18.95314598083496,73.07225799560547,633840.0,21.1299991607666,22.479999542236328,33.00238037109375,31.659231185913086,24.700000762939453
2008-06-18,96.09601593017578,41.2880859375,13.200310707092285,56.08817672729492,88.27999877929688,37.121124267578125,18.93655014038086,73.10411834716797,633840.0,22.239999771118164,23.549999237060547,32.65427017211914,31.728290557861328,25.799999237060547
2008-06-19,96.21771240234375,41.93293762207031,13.45081615447998,55.76475143432617,88.41999816894531,36.255516052246094,18.95314598083496,73.08819580078125,633840.0,21.579999923706055,22.84000015258789,32.86906814575195,31.52776527404785,24.799999237060547
2008-06-20,94.6559066772461,40.800621032714844,13.204557418823242,56.02350616455078,88.94999694824219,36.505210876464844,18.828672409057617,73.12004089355469,633840.0,22.8700008392334,23.56999969482422,32.24919891357422,31.40289878845215,26.75
2008-06-23,94.56239318847656,40.482303619384766,13.013494491577148,55.99761962890625,87.08999633789062,36.763221740722656,18.93655014038086,73.12004089355469,633840.0,22.639999389648438,23.299999237060547,32.04108810424805,31.287811279296875,27.530000686645508
